===== WPFI OUTPUT =====
dataset = D:\Phan-mem-huong-doi-tuong-main\src\data\mushrooms.txt
input   = D:\Phan-mem-huong-doi-tuong-main\src\input.txt
MSUP=2  T=0.1  useExactTail=false
transactions=100
----------------------------------------------
Itemset	k	mu	pTail	avgW	score
{57, 67, 97}	3	11.566261	0.999881	0.641151	0.641075
{108, 42, 79}	3	8.515236	0.998093	0.642220	0.640995
{56, 97}	2	21.370200	1.000000	0.640791	0.640791
{39, 67, 94}	3	10.791765	0.999757	0.640418	0.640262
{21, 71, 88}	3	8.413664	0.997912	0.641439	0.640100
{12, 42, 90}	3	7.319280	0.994487	0.643611	0.640063
{6, 88}	2	13.003853	0.999968	0.640077	0.640057
{42, 53, 90}	3	6.359379	0.987265	0.648176	0.639921
{1, 90, 94}	3	12.584489	0.999953	0.639060	0.639031
{23, 39, 57}	3	13.292012	0.999976	0.638606	0.638590
{128, 42, 90}	3	14.400113	0.999991	0.638267	0.638262
{108, 39, 56}	3	4.552571	0.941476	0.677811	0.638143
{39, 56, 97}	3	9.585885	0.999273	0.638355	0.637891
{104, 21, 97}	3	6.672165	0.990290	0.644024	0.637770
{36, 42, 97}	3	11.102204	0.999818	0.637630	0.637513
{1, 42}	2	24.056821	1.000000	0.637450	0.637449
{108, 5, 90}	3	3.874793	0.898806	0.708912	0.637175
{57, 67, 94}	3	12.082917	0.999926	0.637174	0.637127
{23, 6, 94}	3	4.826591	0.953307	0.668323	0.637117
{113, 56, 88}	3	6.918715	0.992168	0.641576	0.636551
{22, 23, 42}	3	6.660821	0.990193	0.642724	0.636421
{1, 39, 42}	3	11.682596	0.999893	0.636127	0.636059
{23, 6, 88}	3	6.052392	0.983411	0.646245	0.635525
{113, 21, 88}	3	3.179966	0.826167	0.768849	0.635198
{56, 57, 97}	3	10.598952	0.999711	0.635111	0.634928
{56, 94}	2	23.773872	1.000000	0.634825	0.634825
{22, 42}	2	12.612491	0.999955	0.634795	0.634766
{23, 39, 9}	3	4.546903	0.941203	0.673977	0.634349
{39, 56, 94}	3	10.193554	0.999581	0.634378	0.634112
{104, 113, 42}	3	5.408376	0.971297	0.652294	0.633571
{36, 42, 94}	3	11.118650	0.999820	0.633652	0.633538
{39}	1	46.180865	1.000000	0.633483	0.633483
{108, 6, 90}	3	3.136698	0.820360	0.772125	0.633421
{21, 5}	2	8.149570	0.997357	0.634614	0.632937
{22, 90, 97}	3	6.335912	0.987004	0.641268	0.632934
{39, 9, 97}	3	3.716270	0.885279	0.714925	0.632908
{1, 42, 57}	3	12.723020	0.999959	0.632884	0.632858
{104, 108, 94}	3	5.811458	0.979613	0.645986	0.632817
{108, 21, 57}	3	2.915525	0.787874	0.801841	0.631750
{104, 21, 94}	3	6.313724	0.986753	0.640046	0.631568
{108, 56, 67}	3	6.372413	0.987408	0.639409	0.631357
{104, 23, 42}	3	11.481028	0.999871	0.631384	0.631303
{56, 57, 94}	3	11.891205	0.999912	0.631134	0.631078
{113, 6}	2	5.436478	0.971970	0.649101	0.630907
{56, 6, 90}	3	6.362013	0.987294	0.638912	0.630794
{6, 67, 90}	3	5.712754	0.977824	0.644952	0.630650
{113, 71, 90}	3	7.582872	0.995630	0.633360	0.630592
{108, 36, 90}	3	7.063492	0.993099	0.634682	0.630302
{42, 44, 90}	3	4.149348	0.918771	0.686015	0.630291
{120, 21, 42}	3	4.877661	0.955243	0.659556	0.630036
{104, 90, 97}	3	13.815135	0.999985	0.629928	0.629919
{71, 94, 97}	3	11.021316	0.999803	0.630000	0.629876
{108, 5}	2	5.761163	0.978720	0.643524	0.629830
{57, 6, 88}	3	6.872463	0.991845	0.634635	0.629460
{21, 42, 79}	3	6.523508	0.988952	0.636280	0.629250
{23, 9, 97}	3	3.548980	0.869199	0.723291	0.628684
{39, 57}	2	24.891021	1.000000	0.628618	0.628617
{22, 39, 42}	3	6.719383	0.990681	0.634357	0.628445
{71, 88, 90}	3	17.011739	0.999999	0.627344	0.627343
{1, 21, 88}	3	7.165326	0.993689	0.631078	0.627095
{6, 9}	2	4.989863	0.959229	0.653379	0.626740
{22, 42, 57}	3	7.054048	0.993042	0.631114	0.626722
{23, 67, 88}	3	14.857547	0.999994	0.626707	0.626703
{23, 5, 90}	3	7.879291	0.996639	0.628508	0.626396
{42, 44, 94}	3	4.633097	0.945220	0.662617	0.626319
{21, 36, 90}	3	7.626589	0.995796	0.628742	0.626099
{104, 90, 94}	3	13.381741	0.999978	0.625951	0.625937
{120, 42, 97}	3	9.343215	0.999094	0.626040	0.625473
{22, 90, 94}	3	5.791690	0.979266	0.637290	0.624077
{57}	1	49.507644	1.000000	0.623752	0.623752
{67, 9}	2	9.725871	0.999359	0.624071	0.623671
{108, 71, 88}	3	5.089579	0.962484	0.647379	0.623092
{104, 39, 42}	3	10.747387	0.999747	0.623018	0.622861
{42, 50, 90}	3	4.730149	0.949431	0.656014	0.622839
{26, 42, 97}	3	5.717392	0.977911	0.636843	0.622776
{39, 6, 90}	3	4.031925	0.910733	0.683355	0.622354
{67, 9, 97}	3	4.164833	0.919778	0.676522	0.622250
{42, 79, 90}	3	15.063465	0.999995	0.622185	0.622182
{21, 56, 67}	3	5.962346	0.982080	0.633469	0.622117
{67, 9, 94}	3	4.243523	0.924719	0.672545	0.621915
{120, 42, 94}	3	9.327950	0.999082	0.622063	0.621491
{25, 42, 90}	3	7.291719	0.994352	0.624697	0.621169
{21, 6, 94}	3	3.258151	0.836234	0.742787	0.621144
{56, 88, 9}	3	5.128705	0.963692	0.644428	0.621030
{23, 56, 88}	3	13.002111	0.999968	0.620667	0.620647
{113, 67}	2	11.622503	0.999887	0.619793	0.619723
{104, 42, 57}	3	11.817596	0.999905	0.619774	0.619716
{1, 94, 97}	3	11.341252	0.999853	0.619639	0.619549
{108, 71}	2	11.816816	0.999905	0.619438	0.619379
{56, 67, 90}	3	12.997120	0.999968	0.619374	0.619354
{67, 88, 9}	3	4.796415	0.952126	0.650468	0.619327
{128, 42, 97}	3	11.762772	0.999901	0.618846	0.618785
{21, 23, 5}	3	5.093069	0.962594	0.642603	0.618566
{39, 5, 90}	3	8.096144	0.997228	0.620142	0.618423
{56, 9, 97}	3	4.205136	0.922346	0.670482	0.618417
{39, 67, 88}	3	12.813304	0.999962	0.618340	0.618317
{108, 120, 90}	3	6.877861	0.991883	0.623092	0.618035
{104, 42}	2	23.021903	1.000000	0.617786	0.617785
{1, 108, 88}	3	5.331308	0.969371	0.637018	0.617507
{23, 6}	2	9.675808	0.999330	0.617737	0.617323
{113, 39, 67}	3	6.475460	0.988482	0.624356	0.617165
{1, 88, 90}	3	12.993226	0.999968	0.616983	0.616963
{21, 23, 71}	3	6.144777	0.984677	0.626546	0.616945
{104, 108, 88}	3	6.508559	0.988808	0.623909	0.616926
{42, 6, 71}	3	6.013904	0.982854	0.627624	0.616863
{42, 5, 67}	3	6.441833	0.988142	0.624143	0.616742
{12, 42, 94}	3	7.300857	0.994397	0.620213	0.616738
{5, 88, 94}	3	7.171419	0.993722	0.620003	0.616111
{108, 42, 9}	3	2.495074	0.711690	0.865520	0.615982
{57, 67, 88}	3	13.529613	0.999981	0.615097	0.615085
{104, 21, 88}	3	7.422684	0.994967	0.617969	0.614859
{128, 42, 94}	3	12.194387	0.999933	0.614869	0.614828
{71, 9, 90}	3	5.217757	0.966303	0.636211	0.614773
{56, 9}	2	10.151006	0.999565	0.615011	0.614743
{113, 57, 67}	3	6.525475	0.988970	0.621113	0.614262
{5, 57, 90}	3	7.527728	0.995412	0.616898	0.614068
{21, 39, 71}	3	7.051232	0.993025	0.618179	0.613867
{5, 90}	2	14.541224	0.999992	0.613471	0.613466
{108, 128, 90}	3	7.677360	0.995981	0.615899	0.613423
{1, 113, 90}	3	6.131682	0.984503	0.622999	0.613345
{21, 5, 88}	3	4.376847	0.932440	0.657497	0.613076
{108, 57, 6}	3	3.607128	0.875010	0.700146	0.612635
{23, 71, 90}	3	13.554452	0.999981	0.612450	0.612439
{39, 67, 9}	3	5.637483	0.976358	0.627208	0.612380
{1, 42, 6}	3	6.892798	0.991988	0.617264	0.612318
{6, 67, 97}	3	5.762813	0.978749	0.625531	0.612238
{39, 56, 88}	3	11.374538	0.999858	0.612300	0.612213
{113, 39, 56}	3	6.588648	0.989559	0.618316	0.611860
{36, 42, 88}	3	11.138029	0.999823	0.611575	0.611467
{12, 42, 97}	3	5.804486	0.979491	0.624190	0.611389
{108, 39, 71}	3	5.769153	0.978864	0.624119	0.610928
{56, 6, 97}	3	6.250689	0.986013	0.619491	0.610826
{67, 88}	2	27.146496	1.000000	0.610769	0.610769
{113, 56}	2	12.546723	0.999952	0.610733	0.610704
{21, 42, 6}	3	2.721296	0.755178	0.808589	0.610629
{21, 71}	2	15.512671	0.999997	0.610528	0.610526
{113, 23, 56}	3	5.517455	0.973826	0.626683	0.610280
{1, 21, 23}	3	6.658485	0.990173	0.616185	0.610130
{21, 57, 71}	3	6.854130	0.991713	0.614936	0.609840
{42, 5, 56}	3	6.289046	0.986468	0.618103	0.609739
{113, 23, 67}	3	5.120875	0.963453	0.632723	0.609599
{108, 36, 97}	3	6.687575	0.990419	0.615261	0.609366
{56, 57, 88}	3	12.563743	0.999953	0.609057	0.609028
{113, 71, 97}	3	6.864625	0.991789	0.613939	0.608897
{113, 56, 57}	3	6.548182	0.989186	0.615073	0.608421
{42, 67, 71}	3	12.530131	0.999951	0.608086	0.608056
{128, 21, 90}	3	7.874504	0.996625	0.609959	0.607900
{71, 88, 97}	3	12.796778	0.999962	0.607923	0.607899
{120, 21, 90}	3	6.167627	0.984975	0.617152	0.607880
{42, 53, 94}	3	5.473460	0.972833	0.624778	0.607804
{56, 6, 94}	3	6.331043	0.986949	0.615514	0.607481
{108, 6, 97}	3	3.040227	0.806780	0.752704	0.607267
{108, 57, 71}	3	5.710975	0.977790	0.620876	0.607086
{108, 21, 71}	3	3.446309	0.858327	0.706950	0.606794
{21, 36, 97}	3	7.607099	0.995723	0.609321	0.606715
{42, 53, 97}	3	5.164709	0.964770	0.628755	0.606604
{57, 67, 9}	3	5.434856	0.971932	0.623964	0.606451
{104, 94, 97}	3	10.635091	0.999720	0.606530	0.606360
{108, 36, 94}	3	6.816524	0.991437	0.611284	0.606049
{42, 44}	2	7.355230	0.994659	0.609179	0.605925
{104, 113, 90}	3	6.854172	0.991713	0.609890	0.604836
{26, 42, 94}	3	4.883956	0.955476	0.632865	0.604688
{6, 67, 94}	3	5.461248	0.972551	0.621554	0.604493
{39, 71, 90}	3	14.670559	0.999993	0.604084	0.604080
{71, 88, 94}	3	15.327268	0.999996	0.603945	0.603943
{104, 88, 90}	3	14.238611	0.999990	0.603874	0.603868
{1, 108}	2	11.716066	0.999896	0.603897	0.603834
{39, 6}	2	8.196137	0.997464	0.605188	0.603653
{22, 88, 90}	3	5.895831	0.981030	0.615213	0.603543
{42, 44, 88}	3	4.567039	0.942166	0.640540	0.603495
{23, 39, 67}	3	11.737071	0.999898	0.603447	0.603386
{42, 79, 97}	3	12.171111	0.999932	0.602764	0.602723
{113, 21, 97}	3	2.738153	0.758180	0.794904	0.602680
{21, 36, 94}	3	7.475150	0.995195	0.605344	0.602435
{1, 23, 90}	3	12.656186	0.999956	0.602090	0.602063
{42, 56, 71}	3	12.451128	0.999947	0.602046	0.602014
{56, 88}	2	24.566019	1.000000	0.601709	0.601709
{39, 56, 9}	3	5.292829	0.968363	0.621168	0.601516
{57, 71, 90}	3	14.675954	0.999993	0.600840	0.600836
{108, 22, 42}	3	3.211069	0.830237	0.723128	0.600368
{57, 6}	2	12.201644	0.999934	0.600322	0.600282
{23, 57, 67}	3	12.570096	0.999953	0.600203	0.600175
{120, 42, 88}	3	10.739299	0.999746	0.599985	0.599833
{56, 67, 97}	3	10.704995	0.999737	0.599953	0.599795
{1, 108, 23}	3	5.120206	0.963433	0.622125	0.599376
{42, 79, 94}	3	12.688664	0.999958	0.598786	0.598761
{108, 79, 90}	3	8.341182	0.997772	0.599816	0.598480
{113, 71, 94}	3	5.901966	0.981130	0.609961	0.598451
{1, 108, 57}	3	5.825127	0.979849	0.610515	0.598213
{23, 57, 6}	3	5.180465	0.965232	0.619742	0.598195
{1, 42, 67}	3	12.608920	0.999955	0.597725	0.597698
{1, 88, 97}	3	12.793240	0.999962	0.597562	0.597539
{23, 39, 56}	3	10.340754	0.999634	0.597407	0.597188
{108, 120, 97}	3	6.503702	0.988760	0.603671	0.596886
{25, 42, 94}	3	6.977997	0.992563	0.601299	0.596827
{23, 36, 42}	3	10.339176	0.999633	0.596682	0.596463
{39, 6, 88}	3	4.423351	0.934952	0.637879	0.596387
{44, 90, 97}	3	4.873181	0.955076	0.624190	0.596149
{56, 67, 94}	3	11.429972	0.999865	0.595975	0.595895
{104, 21, 23}	3	6.342230	0.987075	0.603076	0.595281
{36, 90, 97}	3	13.409281	0.999978	0.595226	0.595213
{56, 57, 9}	3	5.112370	0.963193	0.617924	0.595180
{1, 42, 9}	3	3.773459	0.890342	0.668255	0.594975
{1, 21}	2	12.757528	0.999960	0.594987	0.594963
{1, 113, 97}	3	6.129888	0.984479	0.603578	0.594210
{23, 56, 57}	3	11.483413	0.999871	0.594163	0.594087
{26, 42, 88}	3	5.461457	0.972556	0.610788	0.594025
{1, 21, 57}	3	5.966052	0.982137	0.604575	0.593775
{1, 39, 90}	3	12.450257	0.999947	0.593723	0.593692
{1, 88, 94}	3	13.194140	0.999974	0.593585	0.593569
{23, 5, 94}	3	5.874674	0.980684	0.605110	0.593421
{108, 42, 5}	3	2.925792	0.789490	0.751316	0.593157
{21, 79, 90}	3	8.653226	0.998315	0.593876	0.592875
{23, 71, 97}	3	10.385045	0.999648	0.593029	0.592821
{22, 94, 97}	3	4.995181	0.959410	0.617869	0.592790
{128, 42, 88}	3	11.734512	0.999898	0.592792	0.592731
{39, 6, 97}	3	3.800606	0.892672	0.663934	0.592675
{6, 67, 88}	3	6.467720	0.988404	0.599477	0.592525
{23, 67, 9}	3	4.364502	0.931758	0.635574	0.592202
{39, 57, 67}	3	12.424494	0.999946	0.591837	0.591805
{1, 42, 56}	3	12.212339	0.999934	0.591685	0.591646
{36, 90, 94}	3	12.128559	0.999929	0.591248	0.591206
{5, 88, 97}	3	4.683339	0.947440	0.623980	0.591184
{108, 23, 71}	3	4.417403	0.934636	0.632486	0.591144
{108, 128, 97}	3	6.736401	0.990818	0.596478	0.591001
{42, 6, 9}	3	2.864409	0.779664	0.757886	0.590896
{1, 57, 90}	3	12.983185	0.999968	0.590480	0.590461
{113, 42, 5}	3	3.400026	0.853161	0.691821	0.590235
{104, 108, 57}	3	6.426305	0.987981	0.597406	0.590226
{1, 108, 39}	3	5.060730	0.961569	0.613759	0.590172
{39, 5, 94}	3	6.515074	0.988871	0.596743	0.590102
{113, 36, 42}	3	4.878254	0.955265	0.617591	0.589963
{104, 108, 23}	3	5.293880	0.968391	0.609016	0.589765
{23, 56, 9}	3	4.456491	0.936688	0.629534	0.589677
{12, 42, 88}	3	6.229169	0.985751	0.598136	0.589613
{108, 120, 94}	3	6.020487	0.982951	0.599694	0.589470
{71, 90}	2	30.409362	1.000000	0.589385	0.589384
{1, 21, 39}	3	5.341304	0.969628	0.607819	0.589358
{108, 9, 94}	3	2.620186	0.736489	0.799718	0.588984
{120, 21, 97}	3	6.197674	0.985359	0.597731	0.588980
{23, 71, 94}	3	11.486644	0.999872	0.589052	0.588976
{104, 23, 90}	3	11.931920	0.999915	0.588980	0.588930
{23, 67}	2	24.628567	1.000000	0.588429	0.588429
{42, 44, 97}	3	3.683939	0.882322	0.666594	0.588151
{36, 39, 42}	3	10.213504	0.999589	0.588315	0.588073
{104, 108, 39}	3	5.765485	0.978798	0.600649	0.587914
{21, 5, 94}	3	3.506477	0.864795	0.679574	0.587692
{113, 128, 42}	3	5.905458	0.981186	0.598808	0.587542
{44, 90, 94}	3	4.677685	0.947195	0.620213	0.587462
{26, 90, 97}	3	6.425757	0.987975	0.594439	0.587291
{22, 23, 90}	3	5.725418	0.978062	0.600320	0.587150
{22, 39, 90}	3	6.815910	0.991432	0.591953	0.586882
{128, 21, 97}	3	7.158033	0.993648	0.590538	0.586787
{113, 71, 88}	3	8.173679	0.997413	0.587884	0.586363
{108, 22}	2	5.564648	0.974851	0.601242	0.586121
{104, 42, 6}	3	5.353182	0.969930	0.604154	0.585987
{56, 6, 88}	3	6.334042	0.986983	0.593437	0.585712
{21, 9, 97}	3	2.608156	0.734186	0.797755	0.585701
{39, 56, 57}	3	10.801812	0.999760	0.585797	0.585656
{25, 42, 97}	3	5.235769	0.966809	0.605276	0.585186
{36, 42, 57}	3	13.288951	0.999976	0.585072	0.585058
{22, 88, 94}	3	6.460377	0.988330	0.591815	0.584908
{120, 23, 42}	3	10.264390	0.999607	0.585092	0.584862
{39, 5, 97}	3	5.503760	0.973520	0.600721	0.584814
{39, 71, 97}	3	10.953589	0.999791	0.584663	0.584541
{104, 42, 67}	3	11.172505	0.999829	0.584616	0.584516
{39, 6, 94}	3	3.719609	0.885580	0.659956	0.584444
{104, 88, 97}	3	12.090696	0.999927	0.584453	0.584410
{104, 108}	2	13.709186	0.999984	0.584233	0.584223
{5, 97}	2	9.474380	0.999196	0.584340	0.583869
{120, 90, 97}	3	12.285089	0.999939	0.583636	0.583600
{128, 21, 94}	3	7.412412	0.994921	0.586560	0.583581
{104, 21, 39}	3	5.901799	0.981127	0.594709	0.583485
{22, 57, 90}	3	6.766391	0.991054	0.588710	0.583443
{12, 21, 90}	3	4.698774	0.948104	0.615303	0.583371
{5, 57, 94}	3	5.990830	0.982512	0.593500	0.583120
{113, 21, 90}	3	2.515333	0.715835	0.814325	0.582922
{108, 128, 94}	3	6.065060	0.983591	0.592500	0.582778
{1, 23, 97}	3	12.154726	0.999931	0.582669	0.582628
{104, 113, 97}	3	6.301484	0.986612	0.590469	0.582564
{21, 39, 5}	3	4.143390	0.918380	0.634237	0.582470
{21, 36, 88}	3	8.871723	0.998615	0.583266	0.582459
{120, 21, 94}	3	5.854546	0.980349	0.593754	0.582086
{57, 71, 97}	3	11.065321	0.999811	0.581419	0.581310
{23, 5, 88}	3	7.722420	0.996138	0.583032	0.580781
{39, 71, 94}	3	11.570203	0.999881	0.580686	0.580617
{104, 39, 90}	3	12.971340	0.999968	0.580614	0.580595
{22, 88, 97}	3	5.538873	0.974296	0.595792	0.580478
{104, 88, 94}	3	13.578236	0.999982	0.580475	0.580465
{22, 42, 67}	3	5.483392	0.973060	0.595955	0.579900
{44, 94, 97}	3	5.179384	0.965201	0.600792	0.579885
{12, 23, 42}	3	7.203200	0.993895	0.583242	0.579682
{120, 90, 94}	3	11.499764	0.999873	0.579659	0.579585
{12, 90, 97}	3	7.677747	0.995982	0.581786	0.579449
{23, 56}	2	21.894404	1.000000	0.579369	0.579369
{128, 42, 9}	3	5.100793	0.962834	0.601659	0.579298
{36, 42, 9}	3	4.388303	0.933068	0.620443	0.578915
{1, 23, 94}	3	11.587047	0.999883	0.578691	0.578624
{104, 42, 56}	3	11.241866	0.999839	0.578576	0.578483
{6, 71, 90}	3	6.458236	0.988309	0.585220	0.578378
{113, 6, 88}	3	3.526639	0.866901	0.667155	0.578357
{5, 94}	2	11.724185	0.999897	0.578374	0.578314
{108, 36, 88}	3	5.913205	0.981310	0.589206	0.578194
{5, 67, 90}	3	7.173309	0.993733	0.581739	0.578093
{128, 23, 42}	3	12.303603	0.999940	0.577898	0.577863
{23, 42, 53}	3	6.008416	0.982773	0.587807	0.577681
{57, 71, 94}	3	12.624259	0.999955	0.577442	0.577416
{108, 79, 97}	3	7.399896	0.994865	0.580395	0.577415
{104, 57, 90}	3	12.234178	0.999936	0.577370	0.577333
{6}	1	24.260178	1.000000	0.576892	0.576892
{42, 79, 88}	3	12.656034	0.999956	0.576709	0.576684
{108, 67, 71}	3	6.121321	0.984365	0.585717	0.576559
{21, 67, 71}	3	7.305351	0.994419	0.579777	0.576541
{120, 39, 42}	3	10.364595	0.999642	0.576726	0.576519
{128, 90, 97}	3	14.016239	0.999988	0.576442	0.576435
{21, 56, 9}	3	3.124124	0.818640	0.703999	0.576321
{39, 67}	2	23.521545	1.000000	0.575880	0.575879
{26, 39, 42}	3	5.834025	0.980002	0.587528	0.575779
{22, 42, 56}	3	5.616626	0.975936	0.589915	0.575719
{12, 90, 94}	3	7.640219	0.995846	0.577809	0.575409
{104, 21}	2	12.687356	0.999958	0.575323	0.575298
{104, 21, 57}	3	5.465780	0.972656	0.591466	0.575293
{53, 90, 97}	3	5.901302	0.981119	0.586351	0.575280
{23, 26, 42}	3	5.182338	0.965287	0.595895	0.575209
{104, 113, 94}	3	5.782217	0.979098	0.586491	0.574233
{108, 79, 94}	3	7.737193	0.996188	0.576418	0.574220
{1, 39, 97}	3	10.623084	0.999717	0.574302	0.574140
{25, 42, 88}	3	6.778770	0.991150	0.579222	0.574096
{1, 113, 94}	3	4.937757	0.957422	0.599601	0.574071
{56, 67, 88}	3	12.344198	0.999942	0.573898	0.573865
{1, 90}	2	25.730404	1.000000	0.573844	0.573843
{53, 90, 94}	3	6.180038	0.985135	0.582374	0.573717
{1, 9, 90}	3	4.113640	0.916401	0.625851	0.573530
{120, 42, 57}	3	11.543345	0.999878	0.573482	0.573412
{26, 42, 57}	3	5.844633	0.980182	0.584285	0.572705
{1, 113, 88}	3	6.816214	0.991435	0.577523	0.572577
{39, 5, 88}	3	7.771296	0.996301	0.574666	0.572541
{128, 90, 94}	3	13.844027	0.999986	0.572465	0.572457
{21, 79, 97}	3	7.810751	0.996429	0.574455	0.572403
{23, 5, 97}	3	4.516819	0.939736	0.609087	0.572381
{36, 94, 97}	3	11.841630	0.999908	0.571827	0.571774
{39, 57, 6}	3	4.418721	0.934706	0.611376	0.571457
{21, 57, 6}	3	3.156268	0.823008	0.694206	0.571337
{113, 21, 42}	3	2.290178	0.666875	0.856729	0.571331
{22, 90}	2	11.869683	0.999910	0.571189	0.571137
{5, 56, 90}	3	6.895176	0.992005	0.575699	0.571097
{113, 56, 67}	3	6.151548	0.984766	0.579914	0.571080
{57, 67}	2	24.221493	1.000000	0.571014	0.571014
{1, 57, 97}	3	11.917018	0.999914	0.571059	0.571009
{26, 90, 94}	3	5.235503	0.966801	0.590461	0.570859
{113, 9, 90}	3	2.676921	0.747121	0.763621	0.570518
{1, 39, 94}	3	10.228076	0.999594	0.570325	0.570094
{104, 108, 21}	3	3.236862	0.833546	0.683480	0.569712
{1, 6, 90}	3	6.759758	0.991002	0.574860	0.569687
{128, 39, 42}	3	12.070003	0.999925	0.569532	0.569489
{104, 23, 97}	3	9.999097	0.999500	0.569559	0.569275
{36, 88, 90}	3	13.941847	0.999987	0.569171	0.569164
{71, 9, 94}	3	4.302078	0.928208	0.612813	0.568818
{21, 79, 94}	3	7.842213	0.996527	0.570478	0.568496
{23, 42, 44}	3	4.000731	0.908475	0.625646	0.568384
{5, 57, 88}	3	7.233881	0.994057	0.571422	0.568027
{113, 6, 90}	3	2.974251	0.796973	0.712630	0.567947
{21, 88, 9}	3	2.617432	0.735963	0.771701	0.567943
{21, 56, 71}	3	6.604174	0.989699	0.573737	0.567827
{42, 79, 9}	3	5.340674	0.969611	0.585577	0.567782
{108, 6, 88}	3	2.873271	0.781107	0.726650	0.567591
{71, 88, 9}	3	5.032473	0.960652	0.590736	0.567492
{44, 88, 90}	3	4.703483	0.948306	0.598136	0.567215
{113, 120, 42}	3	4.442443	0.935958	0.606001	0.567192
{1, 57, 94}	3	12.255897	0.999937	0.567081	0.567046
{23, 71, 88}	3	13.872937	0.999986	0.566975	0.566967
{120, 42, 9}	3	4.354382	0.931194	0.608853	0.566960
{39, 56}	2	21.010599	1.000000	0.566820	0.566819
{5, 94, 97}	3	3.628704	0.877105	0.646058	0.566661
{21, 6, 90}	3	2.635301	0.739359	0.766185	0.566486
{120, 21, 88}	3	6.705000	0.990563	0.571677	0.566282
{128, 42, 57}	3	13.807639	0.999985	0.566288	0.566280
{21, 25, 42}	3	3.727921	0.886328	0.638793	0.566180
{21, 23, 36}	3	7.636826	0.995834	0.568373	0.566005
{36, 42}	2	22.852778	1.000000	0.565732	0.565731
{67, 71, 90}	3	15.071479	0.999995	0.565682	0.565679
{104, 23, 94}	3	10.625494	0.999718	0.565582	0.565422
{22, 23, 97}	3	5.495549	0.973336	0.580899	0.565409
{1, 108, 67}	3	6.002763	0.982690	0.575356	0.565397
{108, 120, 88}	3	5.724115	0.978037	0.577617	0.564931
{5, 57, 97}	3	4.631540	0.945150	0.597477	0.564706
{12, 42, 57}	3	6.360094	0.987273	0.571632	0.564357
{26, 42}	2	10.292437	0.999617	0.564551	0.564335
{44, 88, 94}	3	5.942404	0.981771	0.574737	0.564261
{104, 9, 90}	3	4.178798	0.920677	0.612741	0.564137
{42, 53, 57}	3	5.775117	0.978971	0.576197	0.564080
{42, 53, 88}	3	4.429342	0.935270	0.602700	0.563687
{1, 21, 67}	3	6.580582	0.989485	0.569416	0.563429
{113, 21, 57}	3	2.739519	0.758422	0.742346	0.563011
{108, 21, 79}	3	4.123340	0.917051	0.613911	0.562988
{108, 9, 90}	3	2.365461	0.683963	0.823116	0.562981
{113, 6, 97}	3	3.076390	0.811975	0.693209	0.562868
{42, 5, 71}	3	8.111345	0.997266	0.564411	0.562868
{128, 21, 88}	3	7.961584	0.996876	0.564483	0.562720
{36, 42, 6}	3	6.444213	0.988166	0.569452	0.562713
{57, 6, 67}	3	5.947959	0.981858	0.572973	0.562578
{22, 39, 97}	3	5.990970	0.982514	0.572532	0.562521
{56, 57}	2	22.896096	1.000000	0.561954	0.561954
{23, 42, 79}	3	12.337160	0.999942	0.561816	0.561783
{113, 36, 90}	3	5.643736	0.976484	0.575187	0.561661
{42, 50}	2	7.457777	0.995120	0.564176	0.561423
{113, 23, 71}	3	5.777231	0.979009	0.572991	0.560963
{104, 39, 97}	3	9.793134	0.999397	0.561193	0.560855
{56, 67, 9}	3	5.083651	0.962298	0.582766	0.560794
{108, 128, 21}	3	3.767019	0.889782	0.629994	0.560558
{26, 88, 90}	3	6.250292	0.986008	0.568384	0.560431
{79, 90, 97}	3	15.167568	0.999996	0.560360	0.560357
{113, 42, 79}	3	5.061915	0.961607	0.582725	0.560353
{108, 21, 56}	3	2.621191	0.736681	0.760642	0.560350
{71, 97}	2	23.967884	1.000000	0.560253	0.560253
{21, 5, 57}	3	3.744805	0.887832	0.630993	0.560216
{113, 39, 71}	3	6.905899	0.992079	0.564624	0.560152
{120, 94, 97}	3	10.166415	0.999571	0.560238	0.559997
{26, 94, 97}	3	5.850741	0.980285	0.571040	0.559782
{56, 71, 90}	3	13.499523	0.999980	0.559642	0.559631
{113, 57, 71}	3	7.959913	0.996871	0.561381	0.559624
{108, 22, 90}	3	3.147974	0.821890	0.680724	0.559480
{22, 39, 94}	3	6.089975	0.983938	0.568555	0.559423
{22, 57, 97}	3	5.973910	0.982256	0.569289	0.559187
{21, 9, 94}	3	2.460298	0.704458	0.793778	0.559183
{108, 56, 71}	3	5.155723	0.964504	0.579677	0.559101
{23, 6, 67}	3	4.902310	0.956149	0.584583	0.558949
{23, 56, 67}	3	11.612035	0.999886	0.559005	0.558941
{39, 71, 88}	3	14.513242	0.999992	0.558608	0.558604
{22, 57, 94}	3	6.432194	0.988042	0.565311	0.558551
{104, 113, 88}	3	6.587364	0.989547	0.564414	0.558514
